Country_KR,Sector_Group,Project_Count_2019_2024,Share_2019_2024,Active_Years,Commitment_Raw,Disbursement_Raw,Top_Detail_Sectors
캄보디아,기술환경에너지,115,0.2371,6,35968397.14,26169012.08,도시개발 및 관리(21); 정보통신기술(13); 수자원정책 및 행정관리(10); 에너지정책 및 행정관리(10); 중소기업 개발(10)
캄보디아,교육,76,0.1567,6,28317167.93,11114718.36,"교육정책 및 행정관리(16); 전문대,대학(원) 교육(8); 초등교육(7); 성인 기초생활교육(7); 환경교육/훈련(5)"
캄보디아,농림수산,54,0.1113,6,10663923.04,1971613.67,식량생산(23); 농업 개발(13); 농촌개발(9); 농업정책 및 행정관리(4); 어업 개발(2)
캄보디아,보건의료,46,0.0948,6,29101873.44,21976155.46,의료서비스(23); 보건정책 및 행정관리(14); 기초보건진료(7); 생식보건(2)
캄보디아,기타,34,0.0701,6,3976401.82,5743678.35,비특정분야(12); 성평등 조직(기구) 및 제도(9); 중앙금융기관(3); 다부문 원조(3); 책임감 있는 비즈니스(3)
캄보디아,긴급구호/취약성,20,0.0412,6,11378310.14,4662882.14,"사회보호/보장(7); COVID-19(6); 전염병 관리 및 예방(말라리아,결핵, 성병, 코로나19 제외)(5); 인권 강화(2)"
케냐,공공행정,83,0.3547,6,2441414.44,2406195.44,공공정책 및 행정관리(34); 통상정책 및 행정관리(11); 공공재정관리(8); 분권화 및 지방정부 지원(7); 통신정책 및 행정관리(5)
케냐,기술환경에너지,53,0.2265,6,11432658.18,5589774.53,정보통신기술(15); 에너지정책 및 행정관리(8); 도시개발 및 관리(6); 식수개발(플랜트시설 등)(6); 기술연구개발(4)
케냐,교육,32,0.1368,6,12015937.31,8599550.36,"교육정책 및 행정관리(11); 직업훈련(기초,중등수준)(8); 고급기술 및 관리자 교육(3); 운송 및 창고부문 교육(3); 의료교육 및 훈련(2)"
케냐,농림수산,30,0.1282,6,597337.08,593419.08,농업 개발(9); 어업 개발(5); 농촌개발(5); 식량생산(5); 어업정책 및 행정관리(3)
케냐,보건의료,18,0.0769,6,6240567.03,1025608.91,보건정책 및 행정관리(12); 기초보건진료(4); 보건인력개발(2)
케냐,기타,12,0.0513,6,1055580.28,1055580.28,비특정분야(12)
케냐,긴급구호/취약성,6,0.0256,4,140962.06,140962.06,COVID-19(2); 인권 강화(2); 여성폭력 근절(1); 사회보호/보장(1)
코모로,교육,1,0.5,1,99172.0,99172.0,"전문대,대학(원) 교육(1)"
코모로,공공행정,1,0.5,1,0.0,0.0,공공정책 및 행정관리(1)
코스타리카,공공행정,20,0.3636,6,3651241.22,2861583.43,공공정책 및 행정관리(13); 금융정책 및 행정관리(3); 치안제도 관리 및 개선(2); 운송정책 및 행정관리(2)
코스타리카,기술환경에너지,16,0.2909,6,4896650.02,3935621.38,중소기업 개발(6); 정보통신기술(3); 문화 및 레크리에이션(2); 환경정책 및 행정관리(2); 폐기물 관리 및 처리(1)
코스타리카,교육,13,0.2364,4,987153.0,987153.0,"교육시설 및 특별연수(3); 전문대,대학(원) 교육(2); 직업훈련(기초,중등수준)(2); 중고등교육(2); 취학전교육(2)"
코스타리카,기타,4,0.0727,3,432018.04,432018.04,"비특정분야(2); 석유 및 가스(1); 섬유,피혁 및 대체소재(1)"
코스타리카,농림수산,1,0.0182,1,49058.0,49058.0,농업정책 및 행정관리(1)
코스타리카,보건의료,1,0.0182,1,581843.0,581843.0,기초의료설비(1)
코트디부아르,공공행정,31,0.2719,6,1525992.22,1519625.22,공공정책 및 행정관리(22); 통신정책 및 행정관리(6); 통상정책 및 행정관리(1); 운송정책 및 행정관리(1); 비즈니스 정책 및 행정관리(1)
코트디부아르,교육,30,0.2632,6,8723099.17,3025928.45,"교육정책 및 행정관리(8); 직업훈련(기초,중등수준)(5); 교육시설 및 특별연수(3); 전문대,대학(원) 교육(3); 초등교육(2)"
코트디부아르,기술환경에너지,22,0.193,6,17725814.04,12105270.64,식수개발(플랜트시설 등)(4); 환경정책 및 행정관리(4); 문화 및 레크리에이션(3); 정보통신기술(3); 항공운송(2)
코트디부아르,기타,13,0.114,6,2160383.52,2160383.48,비특정분야(12); 기초사회서비스에 대한 다부문 원조(1)
코트디부아르,보건의료,9,0.0789,4,309604.11,309210.11,보건정책 및 행정관리(5); 기초보건진료(2); 보건인력개발(1); 기초의료설비(1)
코트디부아르,긴급구호/취약성,6,0.0526,4,257497.0,257497.0,COVID-19(3); 재난위험경감(3)
코트디부아르,농림수산,3,0.0263,3,267588.35,268471.1,임업정책 및 행정관리(2); 농업 개발(1)
콜롬비아,공공행정,63,0.2877,6,7688411.88,2182721.88,공공정책 및 행정관리(32); 통신정책 및 행정관리(6); 공공재정관리(6); 금융정책 및 행정관리(5); 거시경제 정책(5)
콜롬비아,교육,47,0.2146,6,3483236.25,3487785.25,"교육정책 및 행정관리(9); 교육시설 및 특별연수(5); 전문대,대학(원) 교육(5); 중고등교육(5); 초등교육(5)"
콜롬비아,기술환경에너지,47,0.2146,6,6853718.54,4950698.02,도시개발 및 관리(12); 정보통신기술(8); 환경정책 및 행정관리(7); 수송기계 산업(4); 에너지정책 및 행정관리(3)
콜롬비아,기타,25,0.1142,6,9224058.41,6680701.83,비특정분야(12); 성평등 조직(기구) 및 제도(10); 석유 및 가스(1); 책임감 있는 비즈니스(1); 농지 개발(1)
콜롬비아,농림수산,16,0.0731,6,554717.02,555757.02,농업정책 및 행정관리(5); 농업 연구(3); 농업 개발(3); 축산(2); 임업정책 및 행정관리(1)
콜롬비아,긴급구호/취약성,11,0.0502,6,9422502.03,9422502.03,사회보호/보장(6); COVID-19(4); 여성폭력 근절(1)
콜롬비아,보건의료,10,0.0457,5,318030.14,318030.14,기초보건진료(4); 의료서비스(3); 보건정책 및 행정관리(3)
콩고공화국,공공행정,5,0.8333,3,519283.0,468120.05,공공정책 및 행정관리(5)
콩고공화국,기술환경에너지,1,0.1667,1,0.02,0.02,에너지정책 및 행정관리(1)
콩고민주공화국(DR콩고),공공행정,77,0.3484,6,2193567.18,2092573.27,공공정책 및 행정관리(41); 통신정책 및 행정관리(14); 공공재정관리(6); 금융정책 및 행정관리(4); 분권화 및 지방정부 지원(4)
콩고민주공화국(DR콩고),기술환경에너지,51,0.2308,6,2707530.25,5478185.25,기술연구개발(16); 에너지정책 및 행정관리(8); 정보통신기술(8); 환경연구(5); 환경정책 및 행정관리(4)
콩고민주공화국(DR콩고),보건의료,23,0.1041,6,10253666.0,4136909.63,보건정책 및 행정관리(18); 생식보건(5)
콩고민주공화국(DR콩고),농림수산,21,0.095,6,198553.03,196468.03,농업 개발(7); 농업정책 및 행정관리(6); 식량생산(5); 농촌개발(2); 어업 개발(1)
콩고민주공화국(DR콩고),교육,20,0.0905,6,236541.02,2929261.02,"교육정책 및 행정관리(8); 농업관련 교육/훈련(5); 직업훈련(기초,중등수준)(3); 에너지 교육/훈련(3); 초등교육(1)"
콩고민주공화국(DR콩고),기타,19,0.086,6,1113698.24,1109951.24,비특정분야(12); 성평등 조직(기구) 및 제도(4); 책임감 있는 비즈니스(3)
콩고민주공화국(DR콩고),긴급구호/취약성,10,0.0452,5,918467.0,919977.0,"COVID-19(3); 재난위험경감(3); 여성폭력 근절(2); 사회보호/보장(1); 전염병 관리 및 예방(말라리아,결핵, 성병, 코로나19 제외)(1)"
쿠바,보건의료,1,1.0,1,5181.0,5181.0,보건정책 및 행정관리(1)
키르기스스탄,공공행정,99,0.2946,6,20843094.56,8416705.66,공공정책 및 행정관리(55); 분권화 및 지방정부 지원(11); 금융정책 및 행정관리(7); 통신정책 및 행정관리(6); 통상정책 및 행정관리(5)
키르기스스탄,기술환경에너지,83,0.247,6,14318729.95,3606543.57,정보통신기술(24); 도시개발 및 관리(17); 에너지정책 및 행정관리(15); 환경정책 및 행정관리(9); 문화 및 레크리에이션(7)
키르기스스탄,교육,59,0.1756,6,3066666.67,3066190.67,"전문대,대학(원) 교육(11); 교육정책 및 행정관리(9); 고급기술 및 관리자 교육(7); 교육시설 및 특별연수(6); 비정규 농업훈련(5)"
키르기스스탄,농림수산,44,0.131,6,17838127.07,8104985.69,농촌개발(13); 농업정책 및 행정관리(11); 식량생산(6); 농업 개발(5); 축산(5)
키르기스스탄,기타,26,0.0774,6,2221103.41,2220273.41,비특정분야(12); 성평등 조직(기구) 및 제도(9); 다부문 원조(3); 해양광물(1); 전기 차 인프라(1)
키르기스스탄,긴급구호/취약성,17,0.0506,6,2155704.13,2145958.13,여성폭력 근절(5); 사회보호/보장(4); COVID-19(4); 재난위험경감(3); 인권 강화(1)
키르기스스탄,보건의료,8,0.0238,6,205377.05,204119.05,보건정책 및 행정관리(4); 기초보건진료(4)
키리바시,보건의료,2,0.2857,2,406020.0,406020.0,보건정책 및 행정관리(1); 기초의료설비(1)
키리바시,공공행정,2,0.2857,2,16675.16,16675.16,공공정책 및 행정관리(2)
키리바시,교육,2,0.2857,2,31902.0,31902.0,교사훈련(1); 어업 교육/훈련(1)
키리바시,기술환경에너지,1,0.1429,1,6497.0,6497.0,항공운송(1)
타지키스탄,기술환경에너지,26,0.3514,6,14321743.07,5794429.38,환경정책 및 행정관리(6); 전력송전/배전(중앙 그리드)(5); 수자원정책 및 행정관리(4); 에너지정책 및 행정관리(3); 도시개발 및 관리(3)
타지키스탄,공공행정,24,0.3243,6,334732.6,329247.1,공공정책 및 행정관리(15); 금융정책 및 행정관리(2); 운송정책 및 행정관리(2); 거시경제 정책(2); 통계능력 강화(1)
타지키스탄,기타,9,0.1216,5,208930.19,205681.19,비특정분야(6); 책임감 있는 비즈니스(3)
타지키스탄,농림수산,5,0.0676,4,34368.71,31010.01,식량생산(3); 농촌개발(1); 농업 개발(1)
타지키스탄,긴급구호/취약성,4,0.0541,4,399506.02,399506.02,재난위험경감(2); 인권 강화(1); COVID-19(1)
타지키스탄,교육,3,0.0405,2,267760.0,267760.0,교육시설 및 특별연수(1); 교육정책 및 행정관리(1); 의료교육 및 훈련(1)
타지키스탄,보건의료,3,0.0405,3,112782.02,112782.02,보건정책 및 행정관리(2); 의료연구(1)
탄자니아,공공행정,122,0.2531,6,2700807.39,2661758.39,공공정책 및 행정관리(43); 분권화 및 지방정부 지원(14); 통신정책 및 행정관리(14); 통상정책 및 행정관리(12); 금융정책 및 행정관리(11)
탄자니아,기술환경에너지,109,0.2261,6,7375157.77,3473372.32,정보통신기술(30); 에너지정책 및 행정관리(12); 환경정책 및 행정관리(9); 환경연구(8); 도시개발 및 관리(7)
탄자니아,교육,86,0.1784,6,32456000.52,26353994.35,"교육정책 및 행정관리(25); 중고등교육(11); 전문대,대학(원) 교육(9); 직업훈련(기초,중등수준)(5); 고급기술 및 관리자 교육(5)"
탄자니아,농림수산,72,0.1494,6,6791171.18,1316120.97,식량생산(15); 농업 개발(15); 어업 개발(14); 농업정책 및 행정관리(14); 농촌개발(11)
탄자니아,보건의료,45,0.0934,6,23538077.41,13268126.88,보건정책 및 행정관리(29); 의료서비스(8); 기초보건진료(5); 보건인력개발(3)
탄자니아,기타,34,0.0705,6,3929342.88,3925482.29,비특정분야(16); 성평등 조직(기구) 및 제도(13); 책임감 있는 비즈니스(3); 반부패기구 및 제도 지원(1); Lower secondary education(1)
탄자니아,긴급구호/취약성,14,0.029,6,553008.04,549759.04,사회보호/보장(6); 여성폭력 근절(4); COVID-19(2); 재난 대비능력 강화(1); 재난위험경감(1)
태국,교육,45,0.4327,6,8636289.9,8636289.9,"교육시설 및 특별연수(9); 전문대,대학(원) 교육(8); 교육정책 및 행정관리(6); 초등교육(5); 성인 기초생활교육(4)"
태국,공공행정,23,0.2212,6,789015.01,789015.01,공공정책 및 행정관리(14); 운송정책 및 행정관리(3); 통계능력 강화(3); 비즈니스 정책 및 행정관리(2); 거시경제 정책(1)
태국,기술환경에너지,17,0.1635,6,702787.21,702311.21,정보통신기술(5); 도시개발 및 관리(4); 연구/과학기관(3); 수자원정책 및 행정관리(2); 항공운송(1)
태국,기타,11,0.1058,6,2359995.45,2359995.45,비특정분야(7); 민간주도의 분쟁예방(2); 이민 이주 원활화(1); 경제작물/수출작물(1)
태국,보건의료,5,0.0481,3,30848.03,30848.03,보건정책 및 행정관리(3); 기초보건진료(1); 의료서비스(1)
태국,긴급구호/취약성,2,0.0192,2,12494.05,12494.05,사회보호/보장(2)
태국,농림수산,1,0.0096,1,84117.0,84117.0,수산물 유통지원(1)
토고,기술환경에너지,3,0.375,2,5900.51,5900.28,항공운송(1); 환경정책 및 행정관리(1); 정보통신기술(1)
토고,보건의료,2,0.25,2,575177.0,575177.0,보건정책 및 행정관리(1); 기초의료설비(1)
토고,공공행정,2,0.25,2,8390.0,8390.0,공공정책 및 행정관리(2)
토고,교육,1,0.125,1,11249.0,11249.0,교사훈련(1)
통가,기술환경에너지,6,0.5,5,1065211.02,716680.37,기초식수공급(3); 폐기물 관리 및 처리(1); 환경정책 및 행정관리(1); 기초식수공급 및 기초위생에 포함되지 않는 기타(1)
통가,공공행정,2,0.1667,2,99900.0,99900.1,공공정책 및 행정관리(2)
통가,교육,2,0.1667,1,0.11,0.11,교육시설 및 특별연수(1); 교육정책 및 행정관리(1)
통가,기타,1,0.0833,1,176193.0,176193.0,사후 재건(1)
통가,보건의료,1,0.0833,1,0.24,0.24,기초의료설비(1)
투르크메니스탄,기술환경에너지,9,0.3462,5,37295.06,36797.06,환경정책 및 행정관리(4); 기술연구개발(2); 에너지정책 및 행정관리(2); 도시개발 및 관리(1)
투르크메니스탄,교육,7,0.2692,3,159783.0,4219245.0,"교육정책 및 행정관리(3); 직업훈련(기초,중등수준)(3); 교육시설 및 특별연수(1)"
투르크메니스탄,공공행정,4,0.1538,3,18992.04,18888.04,공공정책 및 행정관리(2); 통상정책 및 행정관리(1); 민주적 참여와 시민사회(1)
투르크메니스탄,보건의료,3,0.1154,3,147144.01,147144.01,기초보건진료(1); 의료연구(1); 보건인력개발(1)
투르크메니스탄,긴급구호/취약성,2,0.0769,2,13680.02,13680.02,재난위험경감(2)
투르크메니스탄,농림수산,1,0.0385,1,1852.0,1748.0,농업 개발(1)
투발루,기술환경에너지,3,0.5,3,151916.2,151916.2,폐기물 관리 및 처리(1); 정보통신기술(1); 기초식수공급 및 기초위생에 포함되지 않는 기타(1)
투발루,공공행정,2,0.3333,1,0.36,0.36,공공정책 및 행정관리(2)
투발루,교육,1,0.1667,1,9404.0,9404.0,어업 교육/훈련(1)
튀니지,공공행정,59,0.4504,6,12967972.54,6317632.29,공공정책 및 행정관리(32); 공공재정관리(9); 비즈니스 정책 및 행정관리(6); 통상정책 및 행정관리(5); 공업정책 및 행정관리(3)
튀니지,기술환경에너지,23,0.1756,6,495536.15,1003316.15,"항공운송(4); 도시개발 및 관리(4); 수자원정책 및 행정관리(4); 정보통신기술(4); 전력생산, 재생가능 자원사용 - 복합 기술(3)"
튀니지,교육,21,0.1603,6,564961.25,564791.25,"전문대,대학(원) 교육(5); 중고등교육(5); 교육정책 및 행정관리(3); 운송 및 창고부문 교육(3); 성인 기초생활교육(3)"
튀니지,기타,14,0.1069,6,1365448.46,1365448.46,비특정분야(12); 반부패기구 및 제도 지원(1); 개도국 국내 재원조성(1)
튀니지,농림수산,6,0.0458,5,33577.05,69015.05,농업 개발(3); 수산물 유통지원(1); 임업 개발(1); 농업정책 및 행정관리(1)
튀니지,긴급구호/취약성,4,0.0305,3,52487.0,52487.0,사회보호/보장(2); COVID-19(2)
튀니지,보건의료,4,0.0305,3,70730.08,70730.08,기초보건진료(3); 의료서비스(1)
튀르키예,기술환경에너지,1,0.3333,1,4493.0,4493.0,항공운송(1)
튀르키예,긴급구호/취약성,1,0.3333,1,1833574.0,1833574.0,긴급구호(1)
튀르키예,교육,1,0.3333,1,200890.0,200890.0,교육시설 및 특별연수(1)
파나마,기술환경에너지,7,0.4118,2,56911.07,56911.07,환경정책 및 행정관리(3); 정보통신기술(1); 수로운송(1); 항공운송(1); 환경연구(1)
파나마,보건의료,3,0.1765,1,652143.0,652143.0,의료연구(1); 기초의료설비(1); 의료서비스(1)
파나마,기타,2,0.1176,2,12771.0,12377.0,성평등 조직(기구) 및 제도(2)
파나마,농림수산,2,0.1176,2,43499.02,43499.02,농업정책 및 행정관리(1); 어업 개발(1)
파나마,교육,2,0.1176,1,346625.0,346625.0,교육시설 및 특별연수(2)
파나마,공공행정,1,0.0588,1,144912.0,144912.0,입법 및 사법제도 개발(1)
파라과이,교육,58,0.25,6,5285294.41,5286675.41,"교육정책 및 행정관리(12); 직업훈련(기초,중등수준)(8); 초등교육(8); 취학전교육(4); 전문대,대학(원) 교육(4)"
파라과이,공공행정,52,0.2241,6,21615177.51,11250424.04,공공정책 및 행정관리(16); 운송정책 및 행정관리(11); 통신정책 및 행정관리(5); 관광정책 및 행정관리(4); 치안제도 관리 및 개선(4)
파라과이,기술환경에너지,45,0.194,6,18705693.52,12956135.96,정보통신기술(11); 문화 및 레크리에이션(6); 항공운송(6); 환경정책 및 행정관리(5); 엔지니어링(기계공업)(5)
파라과이,기타,30,0.1293,6,24122384.65,10292504.49,비특정분야(12); 개도국 국내 재원조성(5); Lower secondary education(4); 성평등 조직(기구) 및 제도(3); 책임감 있는 비즈니스(3)
파라과이,보건의료,18,0.0776,6,1197777.61,11288063.06,기초보건진료(8); 보건정책 및 행정관리(4); 의료서비스(3); 기초의료설비(2); 보건인력개발(1)
파라과이,농림수산,16,0.069,6,12298160.01,4753184.12,농업 개발(5); 축산(4); 임업정책 및 행정관리(2); 식량생산(2); 농업정책 및 행정관리(2)
파라과이,긴급구호/취약성,13,0.056,5,715429.0,6560903.0,사회보호/보장(8); 재난위험경감(3); COVID-19(2)
파키스탄,공공행정,67,0.3807,6,8240417.26,1653815.6,공공정책 및 행정관리(33); 통신정책 및 행정관리(6); 통상정책 및 행정관리(6); 금융정책 및 행정관리(4); 공공재정관리(4)
파키스탄,기술환경에너지,53,0.3011,6,18199242.17,13262518.82,도시개발 및 관리(9); 에너지정책 및 행정관리(8); 수자원정책 및 행정관리(8); 기술연구개발(6); 수자원보호(6)
파키스탄,기타,19,0.108,6,1623943.31,1325308.61,비특정분야(12); 책임감 있는 비즈니스(3); 구호 물자지원 및 서비스(2); 해양광물(1); 석유 및 가스(1)
파키스탄,농림수산,17,0.0966,6,536449.08,536209.08,농업정책 및 행정관리(7); 농촌개발(5); 농업 연구(2); 농업협동조합(1); 어업 개발(1)
파키스탄,보건의료,9,0.0511,5,7079238.0,2335878.21,기초영양(5); 보건정책 및 행정관리(4)
파키스탄,교육,8,0.0455,4,470215.1,470215.1,교육정책 및 행정관리(3); 에너지 교육/훈련(2); 교육연구(1); 식수공급 및 위생처리 부문교육(1); 고급기술 및 관리자 교육(1)
파키스탄,긴급구호/취약성,3,0.017,3,108510.86,108505.25,재난위험경감(2); 재난 대비능력 강화(1)
파푸아뉴기니,기술환경에너지,7,0.3684,5,155875.0,155295.0,환경연구(3); 정보통신기술(2); 항공운송(1); 도시개발 및 관리(1)
파푸아뉴기니,공공행정,5,0.2632,4,331080.02,330976.02,공공정책 및 행정관리(4); 분권화 및 지방정부 지원(1)
파푸아뉴기니,교육,5,0.2632,4,400623.14,368350.14,교육시설 및 특별연수(4); 어업 교육/훈련(1)
파푸아뉴기니,농림수산,1,0.0526,1,3704.0,3497.0,농촌개발(1)
파푸아뉴기니,보건의료,1,0.0526,1,0.01,0.01,보건정책 및 행정관리(1)
팔라우,공공행정,3,0.5,3,131055.14,131055.14,공공정책 및 행정관리(3)
팔라우,기술환경에너지,2,0.3333,2,197635.0,166405.0,정보통신기술(2)
팔라우,교육,1,0.1667,1,509719.0,509719.0,교육시설 및 특별연수(1)
페루,공공행정,83,0.332,6,17846161.85,5624071.85,공공정책 및 행정관리(48); 분권화 및 지방정부 지원(9); 통상정책 및 행정관리(6); 광물/광업정책 및 행정관리(5); 운송정책 및 행정관리(4)
페루,기술환경에너지,60,0.24,6,8443820.51,15123299.73,정보통신기술(21); 환경정책 및 행정관리(10); 문화 및 레크리에이션(8); 중앙그리드 태양광발전(5); 항공운송(4)
페루,교육,43,0.172,6,6069624.11,6071140.11,"교육정책 및 행정관리(9); 전문대,대학(원) 교육(5); 초등교육(5); 교사훈련(4); 취학전교육(4)"
페루,기타,19,0.076,6,2982351.71,2982237.71,비특정분야(15); 석유 및 가스(1); 성평등 조직(기구) 및 제도(1); 기초사회서비스에 대한 다부문 원조(1); 비감염성질환 일반(1)
페루,긴급구호/취약성,16,0.064,6,6565630.25,4246500.89,여성폭력 근절(7); 사회보호/보장(4); 재난위험경감(3); COVID-19(2)
페루,보건의료,16,0.064,6,7431680.24,2141021.45,보건정책 및 행정관리(8); 기초보건진료(3); 의료서비스(2); 기초의료설비(2); 보건인력개발(1)
페루,농림수산,13,0.052,5,362519.0,365551.0,어업 개발(4); 식량생산(3); 임업정책 및 행정관리(2); 농촌개발(2); 임업 개발(1)
피지,기술환경에너지,45,0.2571,6,1071595.23,5588161.04,"정보통신기술(10); 환경정책 및 행정관리(9); 전력생산, 재생가능 자원사용 - 복합 기술(7); 에너지정책 및 행정관리(6); 도시개발 및 관리(5)"
피지,교육,37,0.2114,6,11963723.79,2567121.43,교육정책 및 행정관리(9); 초등교육(7); 중고등교육(5); 의료교육 및 훈련(5); 보건교육(4)
피지,공공행정,28,0.16,6,1296606.4,1292859.4,공공정책 및 행정관리(20); 분권화 및 지방정부 지원(3); 통신정책 및 행정관리(2); 거시경제 정책(2); 통계능력 강화(1)
피지,농림수산,28,0.16,6,8376369.71,1549943.89,농촌개발(9); 농업 개발(7); 어업 개발(6); 어업정책 및 행정관리(3); 식량생산(1)
피지,보건의료,22,0.1257,6,12386570.55,4349300.49,의료서비스(12); 기초보건진료(5); 보건정책 및 행정관리(3); 보건인력개발(2)
피지,기타,13,0.0743,6,8838287.55,1838287.55,비특정분야(11); 반부패기구 및 제도 지원(1); Lower secondary education(1)
피지,긴급구호/취약성,2,0.0114,2,64662.01,64662.01,사회보호/보장(2)
필리핀,공공행정,147,0.2922,6,28891418.99,7932083.34,공공정책 및 행정관리(83); 통상정책 및 행정관리(12); 공공재정관리(8); 금융정책 및 행정관리(7); 통신정책 및 행정관리(7)
필리핀,농림수산,100,0.1988,6,36280320.38,19517580.34,농업 개발(26); 식량생산(21); 농촌개발(15); 어업 개발(11); 농업정책 및 행정관리(11)
필리핀,기술환경에너지,94,0.1869,6,33138040.57,9164083.59,도시개발 및 관리(24); 수자원정책 및 행정관리(21); 정보통신기술(17); 환경정책 및 행정관리(8); 엔지니어링(기계공업)(5)
필리핀,교육,80,0.159,6,20709034.03,10342728.86,"교육정책 및 행정관리(16); 전문대,대학(원) 교육(9); 초등교육(8); 취학전교육(7); 직업훈련(기초,중등수준)(6)"
필리핀,기타,38,0.0755,6,10921238.66,9261531.66,성평등 조직(기구) 및 제도(15); 비특정분야(11); 개도국 국내 재원조성(4); 다부문 원조(3); 책임감 있는 비즈니스(2)
필리핀,긴급구호/취약성,24,0.0477,6,4360037.06,4401804.06,여성폭력 근절(9); 사회보호/보장(5); 재난위험경감(5); COVID-19(5)
필리핀,보건의료,20,0.0398,6,1164424.02,1739195.3,보건정책 및 행정관리(6); 기초의료설비(6); 기초보건진료(4); 의료서비스(3); 의료연구(1)
