Country_KR,Country,Country_Code,Series_Code,Indicator_Name,Signal_KR,Latest_Year,Latest_Value,WDI_Coverage_2019_2025,Score_Direction,Need_Weight,Latest_Value_Display
스리랑카,Sri Lanka,LKA,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,20.4501355167937,7,context,0.0,20.5%
스리랑카,Sri Lanka,LKA,SP.POP.TOTL,Population,인구규모,2025.0,21756000.0,7,context,0.0,21.8M
스리랑카,Sri Lanka,LKA,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.06473352801606,6,context,0.0,1.06 tCO2e/cap
방글라데시,Bangladesh,BGD,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,2597.34352335275,7,lower_is_higher_need,0.25,"$2,597"
방글라데시,Bangladesh,BGD,SI.POV.DDAY,Poverty rate,빈곤,2022.0,5.9,1,higher_is_higher_need,0.15,5.9%
방글라데시,Bangladesh,BGD,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,74.93,6,lower_is_higher_need,0.1,74.9 years
방글라데시,Bangladesh,BGD,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,64.2997191043961,6,lower_is_higher_need,0.15,64.3%
방글라데시,Bangladesh,BGD,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,99.5,5,lower_is_higher_need,0.15,99.5%
방글라데시,Bangladesh,BGD,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,53.42171316,6,lower_is_higher_need,0.15,53.4%
방글라데시,Bangladesh,BGD,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,3.778,7,higher_is_higher_need,0.05,3.8%
방글라데시,Bangladesh,BGD,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,33.2395847043975,7,context,0.0,33.2%
방글라데시,Bangladesh,BGD,SP.POP.TOTL,Population,인구규모,2025.0,175686899.0,7,context,0.0,175.7M
방글라데시,Bangladesh,BGD,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.715539343541092,6,context,0.0,0.72 tCO2e/cap
미얀마,Myanmar,MMR,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,1488.87527836542,7,lower_is_higher_need,0.25,"$1,489"
미얀마,Myanmar,MMR,SI.POV.DDAY,Poverty rate,빈곤,,,0,higher_is_higher_need,0.15,N/A
미얀마,Myanmar,MMR,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,67.095,6,lower_is_higher_need,0.1,67.1 years
미얀마,Myanmar,MMR,SE.SEC.ENRR,Secondary enrollment,교육,,,0,lower_is_higher_need,0.15,N/A
미얀마,Myanmar,MMR,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,76.8,5,lower_is_higher_need,0.15,76.8%
미얀마,Myanmar,MMR,IT.NET.USER.ZS,Internet users,디지털접근,2020.0,45.4477005,2,lower_is_higher_need,0.15,45.4%
미얀마,Myanmar,MMR,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,3.047,7,higher_is_higher_need,0.05,3.0%
미얀마,Myanmar,MMR,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,30.5836915476767,7,context,0.0,30.6%
미얀마,Myanmar,MMR,SP.POP.TOTL,Population,인구규모,2025.0,54850648.0,7,context,0.0,54.9M
미얀마,Myanmar,MMR,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.575463259318228,6,context,0.0,0.58 tCO2e/cap
파라과이,Paraguay,PRY,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,7026.61906146401,7,lower_is_higher_need,0.25,"$7,027"
파라과이,Paraguay,PRY,SI.POV.DDAY,Poverty rate,빈곤,2024.0,2.1,6,higher_is_higher_need,0.15,2.1%
파라과이,Paraguay,PRY,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,73.982,6,lower_is_higher_need,0.1,74.0 years
파라과이,Paraguay,PRY,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,79.1305613911018,5,lower_is_higher_need,0.15,79.1%
파라과이,Paraguay,PRY,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,99.8,5,lower_is_higher_need,0.15,99.8%
파라과이,Paraguay,PRY,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,81.57806793,6,lower_is_higher_need,0.15,81.6%
파라과이,Paraguay,PRY,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,4.803,7,higher_is_higher_need,0.05,4.8%
파라과이,Paraguay,PRY,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,70.3897639855864,7,context,0.0,70.4%
파라과이,Paraguay,PRY,SP.POP.TOTL,Population,인구규모,2025.0,7013078.0,7,context,0.0,7.0M
파라과이,Paraguay,PRY,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.1581935050359,6,context,0.0,1.16 tCO2e/cap
동티모르,Timor-Leste,TLS,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,1340.9640193437,7,lower_is_higher_need,0.25,"$1,341"
동티모르,Timor-Leste,TLS,SI.POV.DDAY,Poverty rate,빈곤,,,0,higher_is_higher_need,0.15,N/A
동티모르,Timor-Leste,TLS,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,67.904,6,lower_is_higher_need,0.1,67.9 years
동티모르,Timor-Leste,TLS,SE.SEC.ENRR,Secondary enrollment,교육,2020.0,84.7410404382553,2,lower_is_higher_need,0.15,84.7%
동티모르,Timor-Leste,TLS,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
동티모르,Timor-Leste,TLS,IT.NET.USER.ZS,Internet users,디지털접근,2021.0,35.04199982,3,lower_is_higher_need,0.15,35.0%
동티모르,Timor-Leste,TLS,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,1.592,7,higher_is_higher_need,0.05,1.6%
동티모르,Timor-Leste,TLS,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,28.7864318960935,7,context,0.0,28.8%
동티모르,Timor-Leste,TLS,SP.POP.TOTL,Population,인구규모,2025.0,1418517.0,7,context,0.0,1.4M
동티모르,Timor-Leste,TLS,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.499343870436187,6,context,0.0,0.50 tCO2e/cap
나이지리아,Nigeria,NGA,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,1224.25410237743,7,lower_is_higher_need,0.25,"$1,224"
나이지리아,Nigeria,NGA,SI.POV.DDAY,Poverty rate,빈곤,2022.0,41.8,1,higher_is_higher_need,0.15,41.8%
나이지리아,Nigeria,NGA,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,54.635,6,lower_is_higher_need,0.1,54.6 years
나이지리아,Nigeria,NGA,SE.SEC.ENRR,Secondary enrollment,교육,2023.0,46.8931503295898,3,lower_is_higher_need,0.15,46.9%
나이지리아,Nigeria,NGA,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,61.2,5,lower_is_higher_need,0.15,61.2%
나이지리아,Nigeria,NGA,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,41.21139908,6,lower_is_higher_need,0.15,41.2%
나이지리아,Nigeria,NGA,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,3.064,7,higher_is_higher_need,0.05,3.1%
나이지리아,Nigeria,NGA,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,63.7754180467872,7,context,0.0,63.8%
나이지리아,Nigeria,NGA,SP.POP.TOTL,Population,인구규모,2025.0,237527782.0,7,context,0.0,237.5M
나이지리아,Nigeria,NGA,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.566917637661195,6,context,0.0,0.57 tCO2e/cap
페루,Peru,PER,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,9684.41170314988,7,lower_is_higher_need,0.25,"$9,684"
페루,Peru,PER,SI.POV.DDAY,Poverty rate,빈곤,2024.0,5.1,6,higher_is_higher_need,0.15,5.1%
페루,Peru,PER,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,77.941,6,lower_is_higher_need,0.1,77.9 years
페루,Peru,PER,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,108.289047241211,6,lower_is_higher_need,0.15,108.3%
페루,Peru,PER,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,96.2,5,lower_is_higher_need,0.15,96.2%
페루,Peru,PER,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,81.95705992,6,lower_is_higher_need,0.15,82.0%
페루,Peru,PER,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,5.117,7,higher_is_higher_need,0.05,5.1%
페루,Peru,PER,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,85.5963484845463,7,context,0.0,85.6%
페루,Peru,PER,SP.POP.TOTL,Population,인구규모,2025.0,34576665.0,7,context,0.0,34.6M
페루,Peru,PER,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,2.02424185179617,6,context,0.0,2.02 tCO2e/cap
볼리비아,Bolivia,BOL,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,5147.81081955367,7,lower_is_higher_need,0.25,"$5,148"
볼리비아,Bolivia,BOL,SI.POV.DDAY,Poverty rate,빈곤,2024.0,2.1,6,higher_is_higher_need,0.15,2.1%
볼리비아,Bolivia,BOL,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,68.739,6,lower_is_higher_need,0.1,68.7 years
볼리비아,Bolivia,BOL,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,90.5272216796875,6,lower_is_higher_need,0.15,90.5%
볼리비아,Bolivia,BOL,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,99.8,5,lower_is_higher_need,0.15,99.8%
볼리비아,Bolivia,BOL,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,79.70469666,6,lower_is_higher_need,0.15,79.7%
볼리비아,Bolivia,BOL,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,2.967,7,higher_is_higher_need,0.05,3.0%
볼리비아,Bolivia,BOL,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,71.5631037265869,7,context,0.0,71.6%
볼리비아,Bolivia,BOL,SP.POP.TOTL,Population,인구규모,2025.0,12581843.0,7,context,0.0,12.6M
볼리비아,Bolivia,BOL,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,2.29073378062186,6,context,0.0,2.29 tCO2e/cap
케냐,Kenya,KEN,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,2362.86091198611,7,lower_is_higher_need,0.25,"$2,363"
케냐,Kenya,KEN,SI.POV.DDAY,Poverty rate,빈곤,2022.0,45.5,3,higher_is_higher_need,0.15,45.5%
케냐,Kenya,KEN,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,63.834,6,lower_is_higher_need,0.1,63.8 years
케냐,Kenya,KEN,SE.SEC.ENRR,Secondary enrollment,교육,2023.0,84.3083880306996,3,lower_is_higher_need,0.15,84.3%
케냐,Kenya,KEN,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,76.2,5,lower_is_higher_need,0.15,76.2%
케냐,Kenya,KEN,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,34.97622513,6,lower_is_higher_need,0.15,35.0%
케냐,Kenya,KEN,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,5.449,7,higher_is_higher_need,0.05,5.4%
케냐,Kenya,KEN,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,32.2121192871745,7,context,0.0,32.2%
케냐,Kenya,KEN,SP.POP.TOTL,Population,인구규모,2025.0,57532493.0,7,context,0.0,57.5M
케냐,Kenya,KEN,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.38344092060836,6,context,0.0,0.38 tCO2e/cap
콜롬비아,Colombia,COL,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,8561.62091854449,7,lower_is_higher_need,0.25,"$8,562"
콜롬비아,Colombia,COL,SI.POV.DDAY,Poverty rate,빈곤,2024.0,8.5,6,higher_is_higher_need,0.15,8.5%
콜롬비아,Colombia,COL,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,77.913,6,lower_is_higher_need,0.1,77.9 years
콜롬비아,Colombia,COL,SE.SEC.ENRR,Secondary enrollment,교육,2022.0,101.573776245117,4,lower_is_higher_need,0.15,101.6%
콜롬비아,Colombia,COL,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,98.7,5,lower_is_higher_need,0.15,98.7%
콜롬비아,Colombia,COL,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,79.34543299,6,lower_is_higher_need,0.15,79.3%
콜롬비아,Colombia,COL,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,8.29,7,higher_is_higher_need,0.05,8.3%
콜롬비아,Colombia,COL,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,78.7827914751151,7,context,0.0,78.8%
콜롬비아,Colombia,COL,SP.POP.TOTL,Population,인구규모,2025.0,53425635.0,7,context,0.0,53.4M
콜롬비아,Colombia,COL,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.79780371737796,6,context,0.0,1.80 tCO2e/cap
세네갈,Senegal,SEN,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,1954.71174194867,7,lower_is_higher_need,0.25,"$1,955"
세네갈,Senegal,SEN,SI.POV.DDAY,Poverty rate,빈곤,2021.0,17.9,1,higher_is_higher_need,0.15,17.9%
세네갈,Senegal,SEN,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,68.924,6,lower_is_higher_need,0.1,68.9 years
세네갈,Senegal,SEN,SE.SEC.ENRR,Secondary enrollment,교육,2023.0,44.0673682244069,5,lower_is_higher_need,0.15,44.1%
세네갈,Senegal,SEN,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,74.2,5,lower_is_higher_need,0.15,74.2%
세네갈,Senegal,SEN,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,60.11780167,6,lower_is_higher_need,0.15,60.1%
세네갈,Senegal,SEN,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,2.735,7,higher_is_higher_need,0.05,2.7%
세네갈,Senegal,SEN,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,55.7672494455246,7,context,0.0,55.8%
세네갈,Senegal,SEN,SP.POP.TOTL,Population,인구규모,2025.0,18931966.0,7,context,0.0,18.9M
세네갈,Senegal,SEN,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.767609570951958,6,context,0.0,0.77 tCO2e/cap
이집트,"Egypt, Arab Rep.",EGY,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,3085.80712036204,7,lower_is_higher_need,0.25,"$3,086"
이집트,"Egypt, Arab Rep.",EGY,SI.POV.DDAY,Poverty rate,빈곤,2021.0,1.4,2,higher_is_higher_need,0.15,1.4%
이집트,"Egypt, Arab Rep.",EGY,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,71.806,6,lower_is_higher_need,0.1,71.8 years
이집트,"Egypt, Arab Rep.",EGY,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,84.8286031306453,5,lower_is_higher_need,0.15,84.8%
이집트,"Egypt, Arab Rep.",EGY,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
이집트,"Egypt, Arab Rep.",EGY,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,74.64839935,6,lower_is_higher_need,0.15,74.6%
이집트,"Egypt, Arab Rep.",EGY,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,6.781,7,higher_is_higher_need,0.05,6.8%
이집트,"Egypt, Arab Rep.",EGY,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,42.9043204925248,7,context,0.0,42.9%
이집트,"Egypt, Arab Rep.",EGY,SP.POP.TOTL,Population,인구규모,2025.0,118365995.0,7,context,0.0,118.4M
이집트,"Egypt, Arab Rep.",EGY,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,2.50251380967098,6,context,0.0,2.50 tCO2e/cap
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,806.776000708534,7,lower_is_higher_need,0.25,$807
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,SI.POV.DDAY,Poverty rate,빈곤,2020.0,85.3,1,higher_is_higher_need,0.15,85.3%
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,62.074,6,lower_is_higher_need,0.1,62.1 years
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,SE.SEC.ENRR,Secondary enrollment,교육,2023.0,55.4860992431641,2,lower_is_higher_need,0.15,55.5%
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,22.1,5,lower_is_higher_need,0.15,22.1%
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,19.67350006,6,lower_is_higher_need,0.15,19.7%
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,4.434,7,higher_is_higher_need,0.05,4.4%
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,45.1135633042151,7,context,0.0,45.1%
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,SP.POP.TOTL,Population,인구규모,2025.0,112832473.0,7,context,0.0,112.8M
콩고민주공화국(DR콩고),"Congo, Dem. Rep.",COD,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.0568247825820182,6,context,0.0,0.06 tCO2e/cap
파키스탄,Pakistan,PAK,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,1595.90912252837,7,lower_is_higher_need,0.25,"$1,596"
파키스탄,Pakistan,PAK,SI.POV.DDAY,Poverty rate,빈곤,2024.0,23.0,1,higher_is_higher_need,0.15,23.0%
파키스탄,Pakistan,PAK,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,67.799,6,lower_is_higher_need,0.1,67.8 years
파키스탄,Pakistan,PAK,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,48.2805022055997,5,lower_is_higher_need,0.15,48.3%
파키스탄,Pakistan,PAK,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,95.6,5,lower_is_higher_need,0.15,95.6%
파키스탄,Pakistan,PAK,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,57.253,3,lower_is_higher_need,0.15,57.3%
파키스탄,Pakistan,PAK,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,5.42,7,higher_is_higher_need,0.05,5.4%
파키스탄,Pakistan,PAK,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,39.5256010979606,7,context,0.0,39.5%
파키스탄,Pakistan,PAK,SP.POP.TOTL,Population,인구규모,2025.0,255219554.0,7,context,0.0,255.2M
파키스탄,Pakistan,PAK,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.811831809174961,6,context,0.0,0.81 tCO2e/cap
피지,Fiji,FJI,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,6642.00449450523,7,lower_is_higher_need,0.25,"$6,642"
피지,Fiji,FJI,SI.POV.DDAY,Poverty rate,빈곤,2019.0,4.7,1,higher_is_higher_need,0.15,4.7%
피지,Fiji,FJI,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,67.463,6,lower_is_higher_need,0.1,67.5 years
피지,Fiji,FJI,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,98.0927630329298,6,lower_is_higher_need,0.15,98.1%
피지,Fiji,FJI,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,99.3,5,lower_is_higher_need,0.15,99.3%
피지,Fiji,FJI,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,74.7052002,6,lower_is_higher_need,0.15,74.7%
피지,Fiji,FJI,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,5.347,7,higher_is_higher_need,0.05,5.3%
피지,Fiji,FJI,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,59.5444551836369,7,context,0.0,59.5%
피지,Fiji,FJI,SP.POP.TOTL,Population,인구규모,2025.0,933154.0,7,context,0.0,0.9M
피지,Fiji,FJI,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.62222863442953,6,context,0.0,1.62 tCO2e/cap
요르단,Jordan,JOR,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,5347.77731384797,7,lower_is_higher_need,0.25,"$5,348"
요르단,Jordan,JOR,SI.POV.DDAY,Poverty rate,빈곤,,,0,higher_is_higher_need,0.15,N/A
요르단,Jordan,JOR,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,77.981,6,lower_is_higher_need,0.1,78.0 years
요르단,Jordan,JOR,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,91.7518621587381,6,lower_is_higher_need,0.15,91.8%
요르단,Jordan,JOR,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
요르단,Jordan,JOR,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,95.62244985,6,lower_is_higher_need,0.15,95.6%
요르단,Jordan,JOR,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,16.535,7,higher_is_higher_need,0.05,16.5%
요르단,Jordan,JOR,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,93.2085150119551,7,context,0.0,93.2%
요르단,Jordan,JOR,SP.POP.TOTL,Population,인구규모,2025.0,11520684.0,7,context,0.0,11.5M
요르단,Jordan,JOR,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,2.0898692239058,6,context,0.0,2.09 tCO2e/cap
이라크,Iraq,IRQ,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,5409.67899716967,7,lower_is_higher_need,0.25,"$5,410"
이라크,Iraq,IRQ,SI.POV.DDAY,Poverty rate,빈곤,2023.0,0.5,1,higher_is_higher_need,0.15,0.5%
이라크,Iraq,IRQ,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,72.424,6,lower_is_higher_need,0.1,72.4 years
이라크,Iraq,IRQ,SE.SEC.ENRR,Secondary enrollment,교육,,,0,lower_is_higher_need,0.15,N/A
이라크,Iraq,IRQ,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
이라크,Iraq,IRQ,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,81.47450256,6,lower_is_higher_need,0.15,81.5%
이라크,Iraq,IRQ,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,15.485,7,higher_is_higher_need,0.05,15.5%
이라크,Iraq,IRQ,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,69.9396739468105,7,context,0.0,69.9%
이라크,Iraq,IRQ,SP.POP.TOTL,Population,인구규모,2025.0,47020774.0,7,context,0.0,47.0M
이라크,Iraq,IRQ,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,5.18375227496016,6,context,0.0,5.18 tCO2e/cap
도미니카공화국,Dominican Republic,DOM,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,11059.2081531834,7,lower_is_higher_need,0.25,"$11,059"
도미니카공화국,Dominican Republic,DOM,SI.POV.DDAY,Poverty rate,빈곤,2024.0,0.8,6,higher_is_higher_need,0.15,0.8%
도미니카공화국,Dominican Republic,DOM,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,73.868,6,lower_is_higher_need,0.1,73.9 years
도미니카공화국,Dominican Republic,DOM,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,76.3648403372637,6,lower_is_higher_need,0.15,76.4%
