Country_KR,Country,Country_Code,Series_Code,Indicator_Name,Signal_KR,Latest_Year,Latest_Value,WDI_Coverage_2019_2025,Score_Direction,Need_Weight,Latest_Value_Display
도미니카공화국,Dominican Republic,DOM,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,99.6,5,lower_is_higher_need,0.15,99.6%
도미니카공화국,Dominican Republic,DOM,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,91.0022446,6,lower_is_higher_need,0.15,91.0%
도미니카공화국,Dominican Republic,DOM,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,5.092,7,higher_is_higher_need,0.05,5.1%
도미니카공화국,Dominican Republic,DOM,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,72.517694062591,7,context,0.0,72.5%
도미니카공화국,Dominican Republic,DOM,SP.POP.TOTL,Population,인구규모,2025.0,11520487.0,7,context,0.0,11.5M
도미니카공화국,Dominican Republic,DOM,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,2.99473457012728,6,context,0.0,2.99 tCO2e/cap
아제르바이잔,Azerbaijan,AZE,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,7410.72281660142,7,lower_is_higher_need,0.25,"$7,411"
아제르바이잔,Azerbaijan,AZE,SI.POV.DDAY,Poverty rate,빈곤,,,0,higher_is_higher_need,0.15,N/A
아제르바이잔,Azerbaijan,AZE,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,74.576,6,lower_is_higher_need,0.1,74.6 years
아제르바이잔,Azerbaijan,AZE,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,91.1228035886648,6,lower_is_higher_need,0.15,91.1%
아제르바이잔,Azerbaijan,AZE,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
아제르바이잔,Azerbaijan,AZE,IT.NET.USER.ZS,Internet users,디지털접근,2025.0,90.80000181,7,lower_is_higher_need,0.15,90.8%
아제르바이잔,Azerbaijan,AZE,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,5.457,7,higher_is_higher_need,0.05,5.5%
아제르바이잔,Azerbaijan,AZE,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,58.6371024281175,7,context,0.0,58.6%
아제르바이잔,Azerbaijan,AZE,SP.POP.TOTL,Population,인구규모,2025.0,10246996.0,7,context,0.0,10.2M
아제르바이잔,Azerbaijan,AZE,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,3.81144251153847,6,context,0.0,3.81 tCO2e/cap
모로코,Morocco,MAR,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,4672.46826171875,7,lower_is_higher_need,0.25,"$4,672"
모로코,Morocco,MAR,SI.POV.DDAY,Poverty rate,빈곤,,,0,higher_is_higher_need,0.15,N/A
모로코,Morocco,MAR,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,75.493,6,lower_is_higher_need,0.1,75.5 years
모로코,Morocco,MAR,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,89.9834863018408,6,lower_is_higher_need,0.15,90.0%
모로코,Morocco,MAR,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
모로코,Morocco,MAR,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,91.2,6,lower_is_higher_need,0.15,91.2%
모로코,Morocco,MAR,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,9.0,7,higher_is_higher_need,0.05,9.0%
모로코,Morocco,MAR,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,63.1278612260269,7,context,0.0,63.1%
모로코,Morocco,MAR,SP.POP.TOTL,Population,인구규모,2025.0,38430770.0,7,context,0.0,38.4M
모로코,Morocco,MAR,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.83925269318779,6,context,0.0,1.84 tCO2e/cap
엘살바도르,El Salvador,SLV,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,5766.72574029107,7,lower_is_higher_need,0.25,"$5,767"
엘살바도르,El Salvador,SLV,SI.POV.DDAY,Poverty rate,빈곤,2023.0,4.6,4,higher_is_higher_need,0.15,4.6%
엘살바도르,El Salvador,SLV,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,72.302,6,lower_is_higher_need,0.1,72.3 years
엘살바도르,El Salvador,SLV,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,62.1425847697468,6,lower_is_higher_need,0.15,62.1%
엘살바도르,El Salvador,SLV,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,98.3,5,lower_is_higher_need,0.15,98.3%
엘살바도르,El Salvador,SLV,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,66.47769928,6,lower_is_higher_need,0.15,66.5%
엘살바도르,El Salvador,SLV,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,3.303,7,higher_is_higher_need,0.05,3.3%
엘살바도르,El Salvador,SLV,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,75.5237123209951,7,context,0.0,75.5%
엘살바도르,El Salvador,SLV,SP.POP.TOTL,Population,인구규모,2025.0,6365503.0,7,context,0.0,6.4M
엘살바도르,El Salvador,SLV,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.50569728627702,6,context,0.0,1.51 tCO2e/cap
코트디부아르,Cote d'Ivoire,CIV,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,3050.10202257321,7,lower_is_higher_need,0.25,"$3,050"
코트디부아르,Cote d'Ivoire,CIV,SI.POV.DDAY,Poverty rate,빈곤,2021.0,20.8,1,higher_is_higher_need,0.15,20.8%
코트디부아르,Cote d'Ivoire,CIV,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,62.11,6,lower_is_higher_need,0.1,62.1 years
코트디부아르,Cote d'Ivoire,CIV,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,65.3065056618336,6,lower_is_higher_need,0.15,65.3%
코트디부아르,Cote d'Ivoire,CIV,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,72.4,5,lower_is_higher_need,0.15,72.4%
코트디부아르,Cote d'Ivoire,CIV,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,41.43219902,6,lower_is_higher_need,0.15,41.4%
코트디부아르,Cote d'Ivoire,CIV,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,2.323,7,higher_is_higher_need,0.05,2.3%
코트디부아르,Cote d'Ivoire,CIV,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,54.5489501450761,7,context,0.0,54.5%
코트디부아르,Cote d'Ivoire,CIV,SP.POP.TOTL,Population,인구규모,2025.0,32711547.0,7,context,0.0,32.7M
코트디부아르,Cote d'Ivoire,CIV,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.589054440955677,6,context,0.0,0.59 tCO2e/cap
튀니지,Tunisia,TUN,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,4656.63818386852,7,lower_is_higher_need,0.25,"$4,657"
튀니지,Tunisia,TUN,SI.POV.DDAY,Poverty rate,빈곤,2021.0,0.7,1,higher_is_higher_need,0.15,0.7%
튀니지,Tunisia,TUN,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,76.711,6,lower_is_higher_need,0.1,76.7 years
튀니지,Tunisia,TUN,SE.SEC.ENRR,Secondary enrollment,교육,,,0,lower_is_higher_need,0.15,N/A
튀니지,Tunisia,TUN,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
튀니지,Tunisia,TUN,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,76.5,4,lower_is_higher_need,0.15,76.5%
튀니지,Tunisia,TUN,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,15.108,7,higher_is_higher_need,0.05,15.1%
튀니지,Tunisia,TUN,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,70.7029326009864,7,context,0.0,70.7%
튀니지,Tunisia,TUN,SP.POP.TOTL,Population,인구규모,2025.0,12348573.0,7,context,0.0,12.3M
튀니지,Tunisia,TUN,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,2.62113010481539,6,context,0.0,2.62 tCO2e/cap
모잠비크,Mozambique,MOZ,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,626.914419215727,7,lower_is_higher_need,0.25,$627
모잠비크,Mozambique,MOZ,SI.POV.DDAY,Poverty rate,빈곤,2022.0,81.4,2,higher_is_higher_need,0.15,81.4%
모잠비크,Mozambique,MOZ,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,63.797,6,lower_is_higher_need,0.1,63.8 years
모잠비크,Mozambique,MOZ,SE.SEC.ENRR,Secondary enrollment,교육,,,0,lower_is_higher_need,0.15,N/A
모잠비크,Mozambique,MOZ,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,36.0,5,lower_is_higher_need,0.15,36.0%
모잠비크,Mozambique,MOZ,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,20.52729988,6,lower_is_higher_need,0.15,20.5%
모잠비크,Mozambique,MOZ,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,6.628,7,higher_is_higher_need,0.05,6.6%
모잠비크,Mozambique,MOZ,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,37.2077944927189,7,context,0.0,37.2%
모잠비크,Mozambique,MOZ,SP.POP.TOTL,Population,인구규모,2025.0,35631653.0,7,context,0.0,35.6M
모잠비크,Mozambique,MOZ,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.292006477521244,6,context,0.0,0.29 tCO2e/cap
태국,Thailand,THA,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,8056.56359761558,7,lower_is_higher_need,0.25,"$8,057"
태국,Thailand,THA,SI.POV.DDAY,Poverty rate,빈곤,2024.0,0.0,6,higher_is_higher_need,0.15,0.0%
태국,Thailand,THA,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,76.564,6,lower_is_higher_need,0.1,76.6 years
태국,Thailand,THA,SE.SEC.ENRR,Secondary enrollment,교육,2025.0,92.0872315506486,7,lower_is_higher_need,0.15,92.1%
태국,Thailand,THA,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
태국,Thailand,THA,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,90.86718789,6,lower_is_higher_need,0.15,90.9%
태국,Thailand,THA,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,0.781,7,higher_is_higher_need,0.05,0.8%
태국,Thailand,THA,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,62.7993377136296,7,context,0.0,62.8%
태국,Thailand,THA,SP.POP.TOTL,Population,인구규모,2025.0,71619863.0,7,context,0.0,71.6M
태국,Thailand,THA,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,3.96005269352319,6,context,0.0,3.96 tCO2e/cap
알제리,Algeria,DZA,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,6051.00322704182,7,lower_is_higher_need,0.25,"$6,051"
알제리,Algeria,DZA,SI.POV.DDAY,Poverty rate,빈곤,,,0,higher_is_higher_need,0.15,N/A
알제리,Algeria,DZA,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,76.475,6,lower_is_higher_need,0.1,76.5 years
알제리,Algeria,DZA,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,105.164131811213,3,lower_is_higher_need,0.15,105.2%
알제리,Algeria,DZA,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
알제리,Algeria,DZA,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,77.4178009,6,lower_is_higher_need,0.15,77.4%
알제리,Algeria,DZA,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,11.633,7,higher_is_higher_need,0.05,11.6%
알제리,Algeria,DZA,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,75.8187358069877,7,context,0.0,75.8%
알제리,Algeria,DZA,SP.POP.TOTL,Population,인구규모,2025.0,47435312.0,7,context,0.0,47.4M
알제리,Algeria,DZA,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,3.98080005796518,6,context,0.0,3.98 tCO2e/cap
짐바브웨,Zimbabwe,ZWE,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,3021.43019873632,7,lower_is_higher_need,0.25,"$3,021"
짐바브웨,Zimbabwe,ZWE,SI.POV.DDAY,Poverty rate,빈곤,2019.0,49.2,1,higher_is_higher_need,0.15,49.2%
짐바브웨,Zimbabwe,ZWE,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,63.064,6,lower_is_higher_need,0.1,63.1 years
짐바브웨,Zimbabwe,ZWE,SE.SEC.ENRR,Secondary enrollment,교육,,,0,lower_is_higher_need,0.15,N/A
짐바브웨,Zimbabwe,ZWE,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,62.0,5,lower_is_higher_need,0.15,62.0%
짐바브웨,Zimbabwe,ZWE,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,41.64279938,6,lower_is_higher_need,0.15,41.6%
짐바브웨,Zimbabwe,ZWE,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,9.293,7,higher_is_higher_need,0.05,9.3%
짐바브웨,Zimbabwe,ZWE,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,40.4951287431452,7,context,0.0,40.5%
짐바브웨,Zimbabwe,ZWE,SP.POP.TOTL,Population,인구규모,2025.0,16950795.0,7,context,0.0,17.0M
짐바브웨,Zimbabwe,ZWE,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.772821434267465,6,context,0.0,0.77 tCO2e/cap
과테말라,Guatemala,GTM,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,6598.18032988711,7,lower_is_higher_need,0.25,"$6,598"
과테말라,Guatemala,GTM,SI.POV.DDAY,Poverty rate,빈곤,2023.0,9.7,1,higher_is_higher_need,0.15,9.7%
과테말라,Guatemala,GTM,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,72.746,6,lower_is_higher_need,0.1,72.7 years
과테말라,Guatemala,GTM,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,49.5765804970836,6,lower_is_higher_need,0.15,49.6%
과테말라,Guatemala,GTM,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
과테말라,Guatemala,GTM,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,60.22140121,6,lower_is_higher_need,0.15,60.2%
과테말라,Guatemala,GTM,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,2.604,7,higher_is_higher_need,0.05,2.6%
과테말라,Guatemala,GTM,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,56.2972033013999,7,context,0.0,56.3%
과테말라,Guatemala,GTM,SP.POP.TOTL,Population,인구규모,2025.0,18687881.0,7,context,0.0,18.7M
과테말라,Guatemala,GTM,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.1066501528086,6,context,0.0,1.11 tCO2e/cap
타지키스탄,Tajikistan,TJK,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,1637.2542942547,7,lower_is_higher_need,0.25,"$1,637"
타지키스탄,Tajikistan,TJK,SI.POV.DDAY,Poverty rate,빈곤,2024.0,6.1,4,higher_is_higher_need,0.15,6.1%
타지키스탄,Tajikistan,TJK,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,71.927,6,lower_is_higher_need,0.1,71.9 years
타지키스탄,Tajikistan,TJK,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,86.9035257819264,5,lower_is_higher_need,0.15,86.9%
타지키스탄,Tajikistan,TJK,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
타지키스탄,Tajikistan,TJK,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,55.79339981,6,lower_is_higher_need,0.15,55.8%
타지키스탄,Tajikistan,TJK,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,6.931,7,higher_is_higher_need,0.05,6.9%
타지키스탄,Tajikistan,TJK,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,26.16476270853,7,context,0.0,26.2%
타지키스탄,Tajikistan,TJK,SP.POP.TOTL,Population,인구규모,2025.0,10786734.0,7,context,0.0,10.8M
타지키스탄,Tajikistan,TJK,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.922478268427306,6,context,0.0,0.92 tCO2e/cap
서안지구 및 가자지구,West Bank and Gaza,PSE,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,3171.10844621579,7,lower_is_higher_need,0.25,"$3,171"
서안지구 및 가자지구,West Bank and Gaza,PSE,SI.POV.DDAY,Poverty rate,빈곤,2023.0,2.1,1,higher_is_higher_need,0.15,2.1%
서안지구 및 가자지구,West Bank and Gaza,PSE,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,69.213,6,lower_is_higher_need,0.1,69.2 years
서안지구 및 가자지구,West Bank and Gaza,PSE,SE.SEC.ENRR,Secondary enrollment,교육,2023.0,89.1210984011759,5,lower_is_higher_need,0.15,89.1%
서안지구 및 가자지구,West Bank and Gaza,PSE,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
서안지구 및 가자지구,West Bank and Gaza,PSE,IT.NET.USER.ZS,Internet users,디지털접근,2023.0,86.63765334,4,lower_is_higher_need,0.15,86.6%
서안지구 및 가자지구,West Bank and Gaza,PSE,SL.UEM.TOTL.ZS,Unemployment,고용,2022.0,24.42,4,higher_is_higher_need,0.05,24.4%
서안지구 및 가자지구,West Bank and Gaza,PSE,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,87.3818962963393,7,context,0.0,87.4%
서안지구 및 가자지구,West Bank and Gaza,PSE,SP.POP.TOTL,Population,인구규모,2025.0,5413596.0,7,context,0.0,5.4M
서안지구 및 가자지구,West Bank and Gaza,PSE,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,,,0,context,0.0,N/A
온두라스,Honduras,HND,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,3598.21450440452,7,lower_is_higher_need,0.25,"$3,598"
온두라스,Honduras,HND,SI.POV.DDAY,Poverty rate,빈곤,2024.0,15.7,3,higher_is_higher_need,0.15,15.7%
온두라스,Honduras,HND,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,73.044,6,lower_is_higher_need,0.1,73.0 years
온두라스,Honduras,HND,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,51.7639813154374,6,lower_is_higher_need,0.15,51.8%
온두라스,Honduras,HND,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,95.6,5,lower_is_higher_need,0.15,95.6%
온두라스,Honduras,HND,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,58.62269974,6,lower_is_higher_need,0.15,58.6%
온두라스,Honduras,HND,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,4.92,7,higher_is_higher_need,0.05,4.9%
온두라스,Honduras,HND,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,59.2517075900659,7,context,0.0,59.3%
온두라스,Honduras,HND,SP.POP.TOTL,Population,인구규모,2025.0,11005850.0,7,context,0.0,11.0M
온두라스,Honduras,HND,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.13551979026212,6,context,0.0,1.14 tCO2e/cap
우크라이나,Ukraine,UKR,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,5865.884765625,7,lower_is_higher_need,0.25,"$5,866"
우크라이나,Ukraine,UKR,SI.POV.DDAY,Poverty rate,빈곤,2020.0,0.0,2,higher_is_higher_need,0.15,0.0%
우크라이나,Ukraine,UKR,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,74.692,6,lower_is_higher_need,0.1,74.7 years
우크라이나,Ukraine,UKR,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,86.1695022583008,5,lower_is_higher_need,0.15,86.2%
우크라이나,Ukraine,UKR,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
우크라이나,Ukraine,UKR,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,82.47489929,6,lower_is_higher_need,0.15,82.5%
우크라이나,Ukraine,UKR,SL.UEM.TOTL.ZS,Unemployment,고용,2021.0,9.834,3,higher_is_higher_need,0.05,9.8%
우크라이나,Ukraine,UKR,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,69.5954924645764,7,context,0.0,69.6%
우크라이나,Ukraine,UKR,SP.POP.TOTL,Population,인구규모,2025.0,38980376.0,7,context,0.0,39.0M
우크라이나,Ukraine,UKR,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,3.12934781865114,6,context,0.0,3.13 tCO2e/cap
솔로몬제도,Solomon Islands,SLB,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,2086.18955928928,7,lower_is_higher_need,0.25,"$2,086"
솔로몬제도,Solomon Islands,SLB,SI.POV.DDAY,Poverty rate,빈곤,,,0,higher_is_higher_need,0.15,N/A
솔로몬제도,Solomon Islands,SLB,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,70.694,6,lower_is_higher_need,0.1,70.7 years
솔로몬제도,Solomon Islands,SLB,SE.SEC.ENRR,Secondary enrollment,교육,,,0,lower_is_higher_need,0.15,N/A
솔로몬제도,Solomon Islands,SLB,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,81.3,5,lower_is_higher_need,0.15,81.3%
솔로몬제도,Solomon Islands,SLB,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,29.04070091,6,lower_is_higher_need,0.15,29.0%
솔로몬제도,Solomon Islands,SLB,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,1.431,7,higher_is_higher_need,0.05,1.4%
솔로몬제도,Solomon Islands,SLB,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,31.3093190325418,7,context,0.0,31.3%
솔로몬제도,Solomon Islands,SLB,SP.POP.TOTL,Population,인구규모,2025.0,838645.0,7,context,0.0,0.8M
솔로몬제도,Solomon Islands,SLB,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,0.383912070097827,6,context,0.0,0.38 tCO2e/cap
코스타리카,Costa Rica,CRI,NY.GDP.PCAP.CD,GDP per capita,소득수준,2025.0,19970.0989059622,7,lower_is_higher_need,0.25,"$19,970"
코스타리카,Costa Rica,CRI,SI.POV.DDAY,Poverty rate,빈곤,2025.0,0.8,7,higher_is_higher_need,0.15,0.8%
코스타리카,Costa Rica,CRI,SP.DYN.LE00.IN,Life expectancy,보건·생활여건,2024.0,80.996,6,lower_is_higher_need,0.1,81.0 years
코스타리카,Costa Rica,CRI,SE.SEC.ENRR,Secondary enrollment,교육,2024.0,121.810760498047,6,lower_is_higher_need,0.15,121.8%
코스타리카,Costa Rica,CRI,EG.ELC.ACCS.ZS,Access to electricity,전력접근,2023.0,100.0,5,lower_is_higher_need,0.15,100.0%
코스타리카,Costa Rica,CRI,IT.NET.USER.ZS,Internet users,디지털접근,2024.0,87.17019653,6,lower_is_higher_need,0.15,87.2%
코스타리카,Costa Rica,CRI,SL.UEM.TOTL.ZS,Unemployment,고용,2025.0,6.843,7,higher_is_higher_need,0.05,6.8%
코스타리카,Costa Rica,CRI,SP.URB.TOTL.IN.ZS,Urban population,도시화,2025.0,79.7268137993004,7,context,0.0,79.7%
코스타리카,Costa Rica,CRI,SP.POP.TOTL,Population,인구규모,2025.0,5152950.0,7,context,0.0,5.2M
코스타리카,Costa Rica,CRI,EN.GHG.CO2.PC.CE.AR5,CO2 per capita,탄소배출,2024.0,1.63283566378358,6,context,0.0,1.63 tCO2e/cap
